longitude;latitude
   -92.92;4.494.503
-7.554.928;3.903.706
-9.295.137;4.490.114
-9.292.433;4.493.679
-9.292.136;4.493.393
-9.288.375;4.491.093
-9.294.213;448.948
-9.291.404;4.492.443
-9.289.699;4.493.232
-9.294.667;449.025
-9.296.461;4.486.555
-9.294.813;4.490.186
-9.292.313;4.492.334
-9.297.087;4.490.571
-9.295.132;4.489.509
-9.293.908;4.489.487
-9.293.979;4.493.218
-9.293.563;4.489.413
-9.292.461;4.492.773
-929.513;4.494.063
-9.291.416;4.492.426
-928.989;4.493.016
-9.292.312;4.493.309
-9.294.991;4.490.389
-9.292.224;4.493.009
-929.263;4.493.546
-9.291.504;4.491.716
-9.291.497;4.491.734
-9.292.311;4.493.566
-9.292.057;4.491.437
-9.288.448;4.490.776
-9.288.532;4.491.496
-929.159;4.493.906
-928.971;4.493.258
-9.290.052;4.493.242
-9.294.168;4.492.791
-9.294.709;4.494.109
-9.295.619;4.489.698
-9.293.888;4.489.481
-9.291.927;4.491.489
-929.593;4.491.644
-9.292.921;4.493.591
-9.293.454;4.489.499
-9.293.285;4.492.761
-9.295.342;449.334
-9.295.856;4.489.874
-9.288.848;4.493.904
-929.434;449.275
-929.324;448.995
-9.290.912;4.492.207
-9.292.332;4.494.323
-9.294.506;4.491.003
-9.289.585;4.493.486
-9.294.581;4.489.408
-9.288.739;4.491.708
-9.288.575;4.491.718
-9.287.727;4.491.145
-9.292.671;4.492.859
-929.373;448.977
-9.295.845;4.489.202
-9.295.325;4.489.933
-9.287.644;4.491.406
-9.289.574;4.491.431
-9.294.846;4.492.862
-9.292.238;4.494.277
-9.292.112;4.491.774
-9.293.753;4.492.645
-9.291.482;4.492.173
-9.289.395;4.490.305
null;null
-9.288.414;4.490.794
-9.294.941;4.493.553
-9.292.085;4.493.767
-9.295.873;4.489.901
-929.493;4.488.659
-9.294.809;4.490.735
-9.288.636;4.491.169
-9.294.599;4.492.373
-9.292.029;4.491.779
-9.289.558;4.493.552
-928.777;448.984
-9.293.458;4.489.157
-9.294.036;4.489.163
-9.288.558;4.493.512
-9.290.188;4.493.136
-9.293.763;4.492.645
-9.288.637;4.491.134
-9.288.715;4.493.717
-9.292.774;4.493.555
-9.292.612;4.493.794
-9.293.941;4.489.356
-9.295.334;4.489.553
-929.166;4.494.248
-9.288.941;4.493.884
-9.289.316;4.493.549
-9.294.273;4.489.345
-9.295.518;4.489.853
-9.295.471;4.486.919
-9.292.199;4.492.741
-9.295.249;4.490.023
-9.295.013;4.490.469
-9.290.813;4.493.671
-9.288.992;4.490.372
-928.865;4.492.077
-9.295.668;4.489.978
-9.292.444;4.491.781
null;null
-9.286.993;4.490.285
-9.288.617;4.491.099
-9.291.379;4.492.322
-9.294.982;449.022
-9.293.297;449.005
-9.293.927;4.489.495
-9.288.377;4.491.036
-9.294.505;4.490.954
-9.287.415;4.491.443
-9.293.199;4.490.438
-9.291.065;4.492.973
null;null
-9.292.027;4.486.956
-9.292.579;4.491.809
-9.287.465;4.490.011
-9.290.084;4.489.392
-9.291.444;449.078
-9.294.116;4.491.355
-9.291.882;4.493.962
-9.295.108;4.493.502
-9.294.835;4.491.339
-9.290.842;4.492.775
-9.294.463;4.493.724
-9.289.609;4.493.495
-929.225;4.487.339
-9.292.206;4.487.433
-9.288.882;4.493.711
-9.291.731;4.492.578
-9.295.649;4.490.234
-9.287.738;4.491.176
-9.292.027;4.486.956
-9.289.849;4.493.568
-9.289.929;4.489.631
-9.294.765;4.489.482
-9.289.127;4.491.295
-9.290.976;4.493.474
-9.295.275;449.356
-9.288.999;4.490.583
-9.288.253;4.489.637
-9.295.176;4.493.359
-9.292.227;448.734
-9.293.327;4.489.485
-9.296.876;4.486.658
-9.291.196;4.493.054
-9.291.859;4.492.074
-9.295.595;4.489.769
-9.287.736;4.490.387
-9.289.758;4.492.003
-9.292.027;4.486.956
-9.295.615;4.489.517
-9.287.771;4.489.841
-9.288.423;4.491.569
-9.292.027;4.486.956
-928.967;4.490.263
-9.291.267;4.493.605
-9.288.714;449.205
-9.292.078;4.492.288
-9.294.017;4.491.344
-9.291.817;4.488.469
-929.328;4.489.685
-929.211;4.493.554
-9.295.597;4.489.289
-9.293.243;4.489.198
-9.291.837;449.274
-928.762;4.489.765
-9.292.792;4.492.287
-9.293.172;4.489.283
-9.289.364;4.491.197
-9.286.995;4.490.285
-9.288.387;4.491.128
-9.288.246;4.493.274
-9.291.067;4.492.345
-9.288.678;449.336
-9.288.606;4.490.316
-9.287.737;4.491.173
-9.287.726;4.490.301
-9.288.001;4.490.802
-9.289.828;449.048
-9.292.525;4.493.288
-9.287.603;4.491.561
-9.289.911;4.491.469
-9.286.961;449.087
-9.294.849;4.489.497
-9.288.108;4.489.993
-9.289.431;4.489.184
-9.291.792;4.487.369
-9.293.133;4.489.238
-9.287.429;4.489.589
-9.288.817;4.491.842
-9.295.101;449.351
-9.288.176;4.490.853
-9.297.689;4.486.323
-9.293.243;4.489.195
-928.778;448.942
-9.287.132;4.490.922
-9.287.053;4.490.655
-9.286.903;4.490.755
-9.295.342;4.493.337
-9.289.171;4.492.849
-9.292.027;4.486.956
-9.293.679;4.492.845
-9.294.729;4.491.034
-9.294.874;4.491.157
-9.289.897;4.490.119
-9.288.938;449.108
-9.288.652;4.492.925
-9.292.193;4.493.645
-9.291.604;4.489.972
-9.291.993;4.493.623
-9.292.172;4.491.683
-9.295.872;4.489.668
-9.296.232;4.489.977
-9.293.894;4.489.944
-9.288.769;4.491.598
-9.292.802;4.489.259
-9.287.331;4.490.489
-9.291.763;4.491.751
-928.734;4.489.387
-9.292.147;4.487.105
-9.291.551;4.487.343
-9.288.251;4.489.637
-9.288.748;4.491.435
-9.288.498;4.491.298
-9.287.831;4.491.768
-9.287.801;4.489.538
-9.288.277;4.491.784
-9.289.702;4.493.096
-9.287.928;4.489.537
-9.291.184;4.493.076
-9.288.985;4.490.096
-9.289.445;4.491.225
-9.288.108;4.489.993
-9.287.737;4.489.812
-9.294.003;4.489.933
-9.293.564;4.492.845
-9.288.108;4.489.993
-9.290.232;4.489.283
-9.295.649;4.486.231
-928.949;4.491.063
-9.292.084;4.487.234
-9.287.942;4.489.546
-9.287.735;449.117
-929.021;4.490.007
-9.287.271;4.489.541
-929.356;4.492.743
-928.939;4.489.267
-9.287.573;4.489.508
-9.293.577;4.492.756
-9.287.053;4.491.063
-929.198;449.274
-9.288.115;4.489.503
-9.292.027;4.486.956
-9.288.519;4.489.701
-9.288.612;4.491.181
-9.288.787;4.489.252
-9.290.911;4.492.318
-9.287.193;4.489.667
-9.295.088;4.488.404
-9.287.059;4.490.923
-928.806;4.492.521
-9.291.163;4.491.569
-9.294.719;4.492.752
-9.287.778;4.489.557
-9.291.792;4.487.369
-9.288.833;4.489.146
-929.174;4.487.144
-9.287.209;449.278
-9.288.729;4.489.236
-9.287.059;4.490.956
-9.291.445;4.487.297
-9.291.114;4.487.474
-9.292.147;4.487.105
-9.289.923;4.490.121
-9.289.453;4.489.562
-928.642;4.491.998
null;null
-9.289.816;4.490.477
-9.290.233;4.489.291
null;null
-9.293.891;4.489.875
-9.288.705;4.489.104
-9.291.817;4.488.469
null;null
-9.288.731;4.490.262
-928.788;4.489.479
-9.290.446;4.489.358
-929.131;4.493.264
-9.293.991;4.492.662
-9.292.147;4.487.105
-9.287.965;4.491.697
-9.291.249;4.487.361
-9.287.188;448.953
-9.293.555;4.493.023
-9.291.489;4.487.344
-928.909;4.489.998
-9.296.373;4.489.533
-9.295.873;4.489.901
-9.290.496;4.490.762
-9.290.081;449.223
-9.287.466;4.489.433
-9.296.232;4.489.537
-9.288.632;4.489.651
-9.291.644;4.487.343
-9.289.267;4.491.506
-929.143;4.487.134
-928.649;4.488.652
-929.152;4.487.344
-9.291.489;4.487.294
-9.292.702;4.492.067
-9.290.845;4.490.013
-9.291.792;4.487.369
-9.290.517;4.489.787
-9.289.616;4.490.116
-9.289.113;4.490.649
-9.296.319;4.489.501
-9.287.583;4.492.628
-9.292.784;4.492.645
-9.296.054;4.489.992
-9.289.271;4.491.456
-928.963;4.491.478
-9.287.682;4.489.508
-9.287.325;4.492.884
-9.291.126;4.487.347
-9.288.106;4.492.484
-9.295.032;4.488.465
-9.291.613;4.487.293
-9.289.271;4.491.434
-9.292.027;4.486.956
-9.295.994;4.489.953
-929.175;4.493.046
-928.851;4.492.881
-9.289.596;4.491.232
-9.289.561;4.490.051
-9.290.432;4.489.242
-9.288.108;4.489.993
-9.287.895;4.491.655
-9.289.487;4.490.942
-9.288.694;4.489.552
-928.813;4.489.394
-9.293.752;4.493.119
-9.297.637;4.487.488
-928.932;4.492.194
-9.297.759;4.489.073
-9.291.323;4.489.458
-9.288.319;4.491.299
-9.292.164;4.488.217
-9.288.373;4.491.209
-9.289.269;4.489.568
-9.292.189;4.488.179
-9.291.741;4.487.214
-9.291.973;4.488.244
-928.909;4.492.289
-9.287.918;4.491.472
-9.292.027;4.486.956
-9.291.097;44.872
-9.292.434;4.489.496
-9.287.767;4.490.398
-9.290.415;4.489.318
-9.288.739;4.489.741
-9.287.965;4.491.639
-9.292.841;4.492.496
-929.598;4.489.563
-9.292.216;4.489.554
-92.871;4.489.866
-9.293.498;4.489.876
-9.291.552;4.487.294
-9.288.622;4.491.361
-9.291.996;4.488.678
-9.291.399;4.487.115
-929.174;4.487.167
-9.292.296;4.488.038
-9.289.907;4.490.119
-9.287.548;4.492.388
-9.292.628;4.492.499
-9.292.182;4.489.312
-9.288.319;4.491.314
-9.292.433;4.489.816
-9.291.655;4.487.296
-9.287.464;4.490.705
-9.288.786;4.492.947
-9.288.779;4.489.444
-9.288.054;4.492.454
-9.288.797;4.489.493
-9.289.695;4.490.802
-9.292.173;4.491.846
-9.287.554;4.492.411
-9.291.093;4.487.528
-9.290.168;4.492.324
-9.291.427;4.487.344
-9.291.122;44.872
-9.288.503;449.305
-9.291.792;4.487.369
-9.291.817;4.488.469
-9.289.888;4.492.074
-9.292.529;4.489.337
-9.289.275;4.492.368
-9.291.726;4.488.106
-9.292.591;4.489.457
-928.821;4.492.931
-929.121;448.725
-9.292.173;4.491.846
-9.288.143;4.492.323
-9.287.027;4.492.912
-9.288.303;4.492.879
-9.287.555;4.492.423
-9.287.164;4.490.085
-9.291.846;4.488.077
-9.289.085;4.492.289
-9.294.044;4.490.084
-9.291.284;44.872
-9.288.023;4.492.531
-9.294.934;4.488.466
-9.289.224;449.007
-9.291.763;4.488.189
-9.289.223;4.492.374
-9.291.878;4.488.072
-9.290.193;4.492.342
-9.293.449;4.490.363
-9.293.902;4.489.876
-9.290.858;4.489.371
-9.288.142;4.493.033
-9.288.307;4.492.886
-9.291.235;4.489.829
-9.288.439;4.492.584
-9.291.733;448.803
-9.290.914;4.487.113
-9.294.138;4.490.238
null;null
-9.291.791;4.488.027
-9.291.662;4.487.956
-9.288.924;4.492.727
-9.292.581;4.489.879
-9.291.922;4.488.206
-9.291.879;4.488.025
-9.291.752;4.487.883
-9.286.855;4.489.694
-9.295.116;4.486.664
-9.291.661;4.487.928
null;null
-9.291.798;4.487.979
-9.287.541;4.492.537
-9.292.126;4.489.957
-9.291.924;4.487.786
-9.288.308;4.492.888
-9.292.122;4.489.959
-9.289.806;4.492.223
-9.288.682;4.492.517
-9.289.646;4.492.673
-9.291.962;448.781
-9.288.815;449.274
-9.288.833;4.492.715
-929.165;448.773
-9.295.169;4.487.228
