latitude;longitude;walkscore;bikescore;;
4.495.116;-9.303.855;31;49;;
4.500.856;-930.378;28; null;;
4.496.781;-9.302.626;51;42;;
4.499.517;-9.301.557;42; null;;
4.503.133;-9.301.072;58; null;;
4.493.256;-9.298.091;21; null;;
4.493.937;-9.297.803;27; null;;
4.495.559;-9.297.616;12; null;;
4.500.179;-9.297.152;9; null;;
4.499.877;-9.296.769;25; null;;
4.491.103;-9.296.667;25; null;;
4.490.212;-9.296.548;16; null;;
4.493.561;-9.293.146;64; null;;
4.496.199;-9.293.136;14; null;;
4.493.554;-929.211;24; null;;
4.489.283;-9.290.232;7; null;;
4.490.096;-9.288.985;3; null;;
4.489.931;-9.288.589;2; null;;
4.491.655;-9.287.895;6; null;;
4.491.866;-9.319.195;84;83;;
4.497.561;-9.318.943;60;76;;
4.490.881;-9.318.621;45;69;;
4.491.639;-931.778;67;58;;
4.494.655;-9.315.467;64;82;;
4.495.937;-9.314.929;62;69;;
4.495.955;-9.313.542;68;65;;
4.496.223;-9.312.756;72;73;;
4.494.143;-9.312.722;88;70;;
449.703;-930.802;74;63;;
4.492.562;-9.306.651;26;31;;
4.495.108;-9.305.502;58;70;;
4.498.095;-9.305.251;49;69;;
4.502.672;-9.301.997;51; null;;
4.498.727;-9.301.762;58;64;;
4.498.683;-9.301.349;33;60;;
4.496.924;-9.298.945;36; null;;
4.490.124;-929.679;11; null;;
4.491.391;-9.296.584;27; null;;
4.489.537;-9.296.232;6; null;;
4.490.614;-9.294.563;6; null;;
4.493.033;-9.288.142;1; null;;
4.494.833;-931.751;74;78;;
4.496.219;-9.316.098;70;74;;
4.491.866;-9.314.203;53;67;;
4.494.384;-931.409;81;70;;
4.498.876;-9.313.026;19;41;;
4.494.631;-9.311.653;81;70;;
4.496.986;-9.311.347;59;54;;
4.497.192;-9.306.454;79;66;;
4.497.919;-930.265;50;54;;
4.491.884;-9.300.682;2;29;;
4.497.569;-9.299.434;27; null;;
449.689;-9.298.589;46; null;;
4.489.186;-9.296.816;3; null;;
4.490.045;-929.653;14; null;;
4.502.438;-9.295.781;1; null;;
4.489.944;-9.293.894;4; null;;
4.492.845;-9.293.564;17; null;;
4.494.595;-9.291.895;53; null;;
4.489.394;-928.813;0; null;;
4.492.628;-9.287.583;0; null;;
4.490.494;-93.174;60;37;;
4.493.128;-9.315.299;61;66;;
4.493.755;-9.314.698;79;70;;
4.497.397;-9.310.054;61;61;;
449.638;-9.307.876;67;72;;
4.498.376;-9.306.303;63;74;;
450.186;-9.306.114;12; null;;
4.496.562;-9.302.753;47;46;;
4.493.269;-9.300.908;18;48;;
4.490.922;-9.297.626;21; null;;
4.489.939;-9.295.254;6; null;;
4.497.248;-9.294.984;16; null;;
4.489.392;-9.290.084;6; null;;
4.491.718;-9.290.041;17; null;;
4.493.411;-9.319.372;45;82;;
449.508;-9.318.031;68;81;;
4.495.013;-9.314.373;68;64;;
4.495.835;-9.312.858;83;73;;
4.494.335;-9.312.735;87;67;;
4.496.024;-9.311.214;82;76;;
4.499.753;-9.309.439;29; null;;
4.495.396;-93.059;56;55;;
4.496.974;-9.305.617;54;60;;
4.497.223;-9.303.498;36;39;;
4.495.402;-930.321;43;41;;
4.495.343;-9.301.514;71;71;;
4.497.687;-9.301.048;6;47;;
4.492.871;-9.300.359;21; null;;
4.491.454;-9.298.589;5; null;;
4.498.184;-9.297.481;15; null;;
4.496.587;-9.297.154;27; null;;
4.493.591;-9.292.921;62; null;;
4.493.076;-9.291.184;7; null;;
4.489.562;-9.289.453;4; null;;
4.489.894;-9.288.597;2; null;;
4.502.645;-9.285.996;18; null;;
4.492.139;-9.319.134;77;79;;
4.491.971;-9.318.473;83;64;;
4.494.175;-9.317.798;80;74;;
4.492.394;-9.315.273;67;57;;
4.497.401;-9.310.459;70;53;;
4.496.769;-9.307.543;82;77;;
4.492.247;-9.307.092;21;22;;
4.497.863;-9.305.752;64;75;;
4.498.997;-9.301.484;47;60;;
4.495.925;-9.301.196;35;66;;
4.502.886;-9.300.291;24; null;;
4.501.906;-9.297.793;24; null;;
4.498.256;-9.296.913;2; null;;
4.498.237;-9.295.853;1; null;;
4.490.114;-9.295.137;7; null;;
4.488.025;-9.291.879;1; null;;
4.488.189;-9.291.763;1; null;;
4.492.443;-9.291.404;6; null;;
4.491.063;-928.949;3; null;;
4.490.229;-9.288.886;3; null;;
4.492.584;-9.288.439;6; null;;
4.496.454;-9.288.054;4; null;;
4.502.596;-9.285.913;12; null;;
4.493.952;-9.318.771;68;78;;
4.498.513;-9.315.639;47;67;;
4.493.017;-9.315.027;64;68;;
4.498.685;-9.311.631;37;41;;
4.493.488;-9.311.466;59;74;;
4.494.927;-9.309.489;98;60;;
4.497.867;-9.305.199;59;72;;
4.495.492;-9.303.098;46;42;;
4.496.327;-9.301.834;33;55;;
4.492.991;-930.057;21;46;;
4.493.099;-9.300.288;22; null;;
4.494.775;-9.298.039;18; null;;
4.490.758;-929.743;19; null;;
4.490.735;-9.296.709;21; null;;
449.826;-9.294.643;2; null;;
4.498.364;-9.294.453;2; null;;
4.490.238;-9.294.138;5; null;;
4.491.437;-9.293.664;39; null;;
4.492.378;-9.293.599;38; null;;
4.503.208;-9.293.086;0; null;;
4.493.606;-9.292.336;21; null;;
4.487.786;-9.291.924;0; null;;
4.492.229;-9.290.808;11; null;;
4.493.989;-9.289.211;30; null;;
4.491.063;-9.287.053;9; null;;
4.490.235;-9.318.397;33;61;;
4.492.494;-9.317.061;59;64;;
4.496.174;-9.308.001;73;74;;
4.499.487;-9.306.839;6; null;;
4.501.616;-9.306.093;11; null;;
4.494.783;-930.363;25;42;;
4.499.167;-9.302.829;70;57;;
4.497.805;-9.302.323;44;55;;
4.496.596;-9.301.621;37;55;;
4.492.635;-9.301.557;4;34;;
4.497.992;-9.296.122;2; null;;
449.458;-9.291.868;53; null;;
4.500.756;-9.290.438;0; null;;
4.490.076;-9.287.391;6; null;;
4.494.939;-9.317.627;74;80;;
4.496.498;-9.315.362;42;61;;
4.496.665;-9.315.257;40;59;;
4.495.323;-9.313.435;74;65;;
4.499.026;-9.313.432;33;46;;
4.494.132;-9.312.545;87;72;;
4.497.542;-9.307.528;82;53;;
4.500.668;-9.305.255;14; null;;
4.496.564;-9.304.882;34;66;;
4.496.561;-9.303.063;42;41;;
4.499.667;-9.302.771;40; null;;
4.497.864;-93.024;46;51;;
4.496.382;-9.302.393;44;53;;
4.498.091;-930.224;43;56;;
4.497.845;-9.301.484;15;50;;
4.490.662;-9.296.886;22; null;;
4.497.443;-9.295.107;12; null;;
4.490.907;-9.292.699;8; null;;
4.492.931;-928.821;2; null;;
4.496.007;-9.316.892;84;80;;
4.498.014;-9.316.401;65;69;;
4.496.188;-9.315.123;42;62;;
4.493.967;-9.314.466;89;73;;
4.498.458;-9.311.352;56;44;;
4.497.978;-9.311.111;50;47;;
4.497.762;-9.310.245;65;56;;
4.493.905;-9.309.986;67;70;;
4.498.734;-9.303.933;39;48;;
4.496.301;-9.302.926;41;48;;
449.638;-930.244;44;53;;
4.496.505;-9.301.461;39;56;;
449.713;-9.299.147;38; null;;
4.500.054;-9.298.324;33; null;;
4.493.827;-9.298.054;32; null;;
4.501.798;-9.296.762;9; null;;
4.500.874;-9.296.301;8; null;;
4.502.007;-9.295.769;1; null;;
4.495.441;-9.294.387;10; null;;
4.493.023;-9.293.555;37; null;;
450.026;-9.292.643;0; null;;
4.487.115;-9.291.399;0; null;;
449.384;-9.290.233;44; null;;
4.493.992;-9.289.187;30; null;;
4.492.099;-9.288.799;12; null;;
4.489.823;-9.288.527;1; null;;
4.489.384;-9.288.399;1; null;;
4.491.604;-9.314.651;49;60;;
4.492.261;-9.313.378;62;72;;
4.492.033;-9.307.732;49;34;;
4.492.463;-930.738;47;36;;
4.498.296;-9.307.142;64;58;;
4.498.302;-9.306.284;63;74;;
4.495.398;-9.305.071;39;55;;
4.494.779;-9.302.731;52;40;;
4.497.185;-9.299.319;32; null;;
449.612;-929.821;44; null;;
4.495.346;-9.297.584;12; null;;
4.499.114;-9.295.527;3; null;;
4.494.229;-9.294.776;34; null;;
4.495.441;-9.294.286;8; null;;
4.492.795;-9.292.682;21; null;;
4.489.337;-9.292.529;12; null;;
4.494.277;-9.292.238;54; null;;
4.492.654;-9.290.795;10; null;;
4.494.329;-9.290.192;49; null;;
4.489.184;-9.289.431;2; null;;
4.493.709;-9.288.687;3; null;;
4.492.235;-928.862;10; null;;
4.492.881;-928.851;3; null;;
4.496.552;-9.320.736;73;80;;
4.498.004;-9.319.914;66;74;;
4.493.309;-9.315.406;59;67;;
4.495.326;-9.313.219;78;67;;
4.497.841;-9.311.345;47;49;;
4.497.002;-9.308.574;59;68;;
4.492.669;-9.307.941;70;48;;
4.494.293;-9.302.717;28;45;;
4.503.212;-9.299.483;14; null;;
4.498.402;-9.297.313;12; null;;
4.495.383;-9.296.932;29; null;;
449.005;-9.293.297;4; null;;
4.492.324;-9.290.168;11; null;;
4.493.988;-9.289.213;30; null;;
449.544;-9.317.325;84;74;;
4.494.366;-9.317.058;79;77;;
4.497.575;-9.316.019;49;76;;
4.494.291;-9.312.917;87;67;;
4.494.416;-9.311.825;80;72;;
4.498.121;-930.802;57;47;;
450.069;-9.304.839;29; null;;
4.499.545;-930.328;32; null;;
4.497.863;-9.301.639;19;51;;
449.397;-9.300.735;20;60;;
4.495.651;-9.300.536;42;69;;
4.491.657;-9.300.307;3; null;;
4.494.196;-9.299.188;21; null;;
4.493.956;-9.298.384;33; null;;
4.500.469;-9.296.386;12; null;;
4.497.694;-9.295.261;7; null;;
4.496.061;-9.295.055;32; null;;
4.490.669;-9.294.437;7; null;;
4.493.047;-9.287.737;0; null;;
4.494.175;-9.318.003;78;74;;
4.494.492;-9.316.413;75;79;;
4.496.269;-9.316.276;81;77;;
4.492.373;-9.314.624;43;50;;
4.496.588;-9.314.486;43;62;;
4.497.625;-9.308.261;64;56;;
4.496.274;-9.308.253;64;70;;
4.492.505;-930.756;52;45;;
4.495.812;-9.307.094;76;74;;
4.499.323;-9.306.947;21; null;;
4.497.316;-9.306.856;84;60;;
4.495.718;-9.305.009;48;54;;
4.502.033;-9.304.772;18; null;;
4.498.284;-9.303.812;51;56;;
4.496.213;-9.303.195;38;47;;
4.494.468;-9.301.408;51;68;;
4.490.569;-9.294.529;6; null;;
4.491.437;-9.292.057;17; null;;
4.495.234;-9.291.343;5; null;;
4.493.232;-9.289.728;8; null;;
4.489.302;-9.288.584;1; null;;
4.497.013;-9.287.963;4; null;;
4.490.398;-9.287.767;11; null;;
4.490.705;-9.287.464;12; null;;
4.492.508;-9.317.676;50;66;;
4.489.856;-9.317.569;56;60;;
4.491.983;-931.699;55;56;;
4.492.418;-9.316.332;66;63;;
4.494.397;-9.315.173;72;80;;
449.733;-9.312.941;47;70;;
4.497.488;-931.137;56;53;;
4.499.834;-9.309.191;27; null;;
4.497.514;-9.308.647;51;62;;
4.498.665;-9.307.906;30;54;;
4.498.869;-9.307.601;33;57;;
4.499.034;-9.302.826;70;57;;
4.497.693;-9.302.542;53;56;;
4.498.374;-9.302.291;57;62;;
4.495.925;-9.300.911;37;68;;
4.490.648;-9.300.743;14;21;;
4.498.272;-9.297.438;15; null;;
4.497.146;-9.297.372;21; null;;
4.490.308;-9.297.118;11; null;;
4.496.976;-9.296.798;29; null;;
4.491.127;-9.296.764;25; null;;
4.492.254;-9.295.653;53; null;;
4.498.155;-9.294.992;2; null;;
4.489.485;-9.293.327;7; null;;
4.488.106;-9.291.726;1; null;;
4.491.604;-9.290.112;17; null;;
   44.94;-9.289.414;39; null;;
4.492.194;-928.932;13; null;;
4.491.642;-9.289.074;12; null;;
4.492.181;-9.289.002;10; null;;
4.498.115;-9.319.346;76;73;;
4.496.318;-9.313.446;50;62;;
4.492.398;-931.338;67;67;;
4.494.498;-9.312.159;82;67;;
4.496.716;-9.310.877;65;56;;
4.492.881;-9.309.931;44;65;;
4.499.747;-9.309.536;28; null;;
4.499.573;-9.309.373;30; null;;
4.495.172;-9.309.132;95;56;;
4.499.668;-930.848;29; null;;
4.497.402;-9.307.588;80;46;;
449.883;-9.303.855;39;48;;
4.502.756;-9.301.448;50; null;;
4.492.619;-9.300.315;19; null;;
449.152;-9.298.691;5; null;;
4.501.863;-9.296.619;9; null;;
4.496.094;-9.293.138;20; null;;
4.489.259;-9.292.802;12; null;;
4.490.047;-9.288.581;3; null;;
4.489.841;-9.287.771;5; null;;
4.494.832;-9.318.481;69;79;;
4.492.864;-9.318.248;63;72;;
449.672;-9.315.909;56;61;;
4.497.097;-9.314.255;40;70;;
4.493.158;-9.312.344;62;83;;
4.493.651;-9.311.958;51;65;;
4.494.217;-9.311.821;71;68;;
4.492.346;-9.309.964;64;49;;
4.492.782;-9.309.482;45;48;;
4.501.808;-9.304.271;13; null;;
4.499.902;-9.303.558;29; null;;
4.503.226;-9.303.421;38; null;;
4.502.038;-9.302.498;36; null;;
4.491.416;-9.300.612;5;26;;
4.498.184;-9.296.115;1; null;;
4.492.108;-9.296.023;51; null;;
4.498.981;-9.295.932;1; null;;
449.698;-9.295.287;26; null;;
4.487.167;-929.174;0; null;;
4.493.699;-9.290.754;36; null;;
4.490.058;-9.287.384;6; null;;
4.494.829;-9.319.014;56;75;;
4.498.117;-9.311.052;50;47;;
4.500.599;-9.307.436;11; null;;
449.566;-9.306.112;61;54;;
4.503.462;-9.304.815;13; null;;
4.495.776;-9.304.341;38;51;;
4.498.839;-9.304.057;38;50;;
4.500.896;-9.303.958;28; null;;
4.493.055;-9.299.209;13; null;;
4.491.209;-9.297.648;26; null;;
4.490.307;-9.297.119;11; null;;
4.495.884;-9.297.092;35; null;;
449.013;-9.296.269;13; null;;
450.071;-9.296.221;7; null;;
4.501.728;-9.295.747;1; null;;
4.493.136;-9.290.188;13; null;;
4.492.074;-9.289.888;13; null;;
449.108;-9.288.938;4; null;;
4.495.745;-9.315.078;70;73;;
4.496.224;-9.312.198;69;76;;
4.494.128;-9.311.536;70;63;;
4.500.806;-930.864;21; null;;
449.833;-9.307.642;53;56;;
4.497.591;-9.306.023;73;56;;
4.499.529;-9.305.093;15; null;;
4.499.094;-9.304.932;18;56;;
4.494.778;-9.303.229;31;43;;
4.496.318;-9.303.009;41;48;;
4.491.009;-9.300.252;5; null;;
4.500.446;-9.298.098;15; null;;
4.500.432;-929.748;9; null;;
4.498.683;-9.297.139;3; null;;
4.496.071;-9.296.718;41; null;;
4.490.456;-9.296.198;17; null;;
4.496.798;-9.295.043;29; null;;
4.490.608;-9.294.473;6; null;;
4.496.459;-931.808;49;78;;
4.496.174;-9.317.053;82;79;;
4.494.566;-9.316.783;83;80;;
4.492.556;-9.316.332;70;63;;
4.496.654;-9.315.695;53;58;;
4.494.298;-9.314.739;83;78;;
449.512;-9.313.521;70;58;;
4.497.206;-9.313.309;41;60;;
4.496.316;-9.313.303;56;64;;
4.495.852;-9.312.858;83;73;;
4.499.406;-9.309.392;35; null;;
450.048;-9.308.753;24; null;;
4.500.172;-930.838;20; null;;
4.497.024;-930.622;77;68;;
4.497.823;-9.305.595;68;71;;
45.032;-9.305.425;4; null;;
449.497;-9.303.504;42;47;;
4.496.501;-9.302.985;42;41;;
4.497.774;-9.300.728;5;48;;
4.494.312;-9.299.062;17; null;;
4.502.597;-9.297.898;30; null;;
4.493.396;-9.297.862;25; null;;
4.495.038;-9.297.203;18; null;;
4.498.444;-9.297.002;6; null;;
4.498.283;-9.296.797;3; null;;
4.496.333;-9.295.134;46; null;;
4.490.389;-9.294.991;4; null;;
4.491.782;-9.294.947;26; null;;
448.977;-929.373;5; null;;
4.503.083;-929.345;0; null;;
4.495.277;-9.290.752;8; null;;
4.490.108;-9.287.458;6; null;;
4.496.607;-9.320.659;73;80;;
4.491.074;-931.832;52;53;;
449.082;-9.317.788;31;33;;
4.496.219;-9.317.683;71;83;;
4.494.941;-9.317.176;77;77;;
4.493.698;-931.619;65;69;;
4.496.093;-9.315.781;66;75;;
4.491.974;-9.313.623;55;76;;
4.498.665;-9.313.481;25;48;;
4.493.802;-93.125;78;68;;
449.662;-9.309.618;43;53;;
4.493.545;-9.308.789;59;51;;
4.496.869;-9.307.761;77;76;;
4.496.795;-9.301.323;31;52;;
4.502.834;-9.300.814;41; null;;
4.496.499;-9.297.926;38; null;;
4.496.945;-929.746;26; null;;
4.501.923;-9.296.712;9; null;;
4.497.052;-9.296.438;42; null;;
4.499.265;-9.294.896;15; null;;
4.487.344;-929.152;0; null;;
4.490.776;-9.288.448;7; null;;
4.496.596;-9.319.518;72;71;;
4.490.534;-9.318.607;33;64;;
4.493.134;-9.316.869;71;68;;
4.493.335;-9.316.422;71;69;;
4.493.691;-9.316.376;68;71;;
4.493.529;-9.311.685;56;78;;
4.496.935;-9.310.829;67;53;;
4.497.083;-9.308.472;62;64;;
4.499.429;-9.307.084;11; null;;
4.501.677;-9.305.861;16; null;;
4.499.017;-9.301.267;29;54;;
4.497.646;-9.301.028;7;48;;
4.496.753;-930.062;37;58;;
4.497.227;-9.298.587;44; null;;
4.491.222;-9.297.408;26; null;;
4.490.604;-9.296.039;18; null;;
4.491.837;-9.295.172;36; null;;
449.072;-9.292.255;3; null;;
4.489.753;-9.288.533;1; null;;
4.490.011;-9.287.465;6; null;;
4.493.061;-9.318.907;56;71;;
4.489.954;-9.318.263;34;57;;
4.498.743;-9.312.968;19;39;;
4.492.803;-930.976;47;58;;
4.492.205;-930.868;41;32;;
4.492.351;-9.308.499;44;33;;
450.081;-9.308.013;13; null;;
4.498.085;-9.307.256;66;56;;
4.497.638;-9.307.079;83;53;;
4.495.576;-9.305.976;59;53;;
4.499.433;-9.305.366;14; null;;
4.499.503;-9.304.813;22; null;;
449.567;-9.304.485;42;53;;
4.497.115;-9.303.153;40;35;;
4.491.011;-9.299.977;2; null;;
4.494.775;-929.895;15; null;;
449.445;-9.294.597;36; null;;
4.493.986;-9.294.406;52; null;;
4.491.751;-9.291.763;16; null;;
4.489.252;-9.288.787;1; null;;
4.489.546;-9.287.942;0; null;;
4.499.238;-9.287.577;10; null;;
